leaf_path,addition,header_duration_s,autogluon_runtime_s,span_s,training_log_basename,generated_ts,finished_ts,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
1/migraine/park_features/tabpfn/version_2-5-real/80_20/patient,1,0,,13,training_20260522_173505_601_244f3519-498b-4d8f-80a4-1a4012b074ba.txt,2026-05-22T17:35:05,2026-05-22T17:35:05,2026-05-22T17:35:05,2026-05-22T17:35:18,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/80_20/stratified,1,0,,14501,training_20260513_204707_261_30642dcf-072f-4d1e-8c1d-1ec1834aaa8f.txt,2026-05-13T20:47:07,2026-05-13T20:47:07,2026-05-13T20:47:07,2026-05-14T00:48:48,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/70_15_15/chrono,1,1,,14510,training_20260513_204710_719_5cb1a6b7-f350-4093-9a18-8e49c7b9fa00.txt,2026-05-13T20:47:10,2026-05-13T20:47:11,2026-05-13T20:47:10,2026-05-14T00:49:00,3,4,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/70_15_15/patient,1,1,,14,training_20260522_173520_945_d07a4fb4-810a-4e4a-afef-6c6bb361738e.txt,2026-05-22T17:35:20,2026-05-22T17:35:21,2026-05-22T17:35:20,2026-05-22T17:35:34,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/70_15_15/stratified,1,0,,14518,training_20260513_204714_282_3e55760c-3477-4f52-9d57-e862cded856d.txt,2026-05-13T20:47:14,2026-05-13T20:47:14,2026-05-13T20:47:14,2026-05-14T00:49:12,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/70_30/chrono,1,1,,14528,training_20260513_204717_754_e8e4daf6-59b3-4c66-a5f1-57fa14931780.txt,2026-05-13T20:47:17,2026-05-13T20:47:18,2026-05-13T20:47:17,2026-05-14T00:49:25,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/70_30/patient,1,0,,12,training_20260522_173537_098_7e10c9d0-8be6-44fe-86fc-fdef298380bb.txt,2026-05-22T17:35:37,2026-05-22T17:35:37,2026-05-22T17:35:37,2026-05-22T17:35:49,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/70_30/stratified,1,0,,14537,training_20260513_204721_271_7daff006-5b1a-45e0-9f3d-2e7dce6ed344.txt,2026-05-13T20:47:21,2026-05-13T20:47:21,2026-05-13T20:47:21,2026-05-14T00:49:38,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/80_20/chrono,1,1,,14550,training_20260513_204724_757_b9fd03a5-31ae-4c31-b9ef-c58ef288daf1.txt,2026-05-13T20:47:24,2026-05-13T20:47:25,2026-05-13T20:47:24,2026-05-14T00:49:54,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/80_20/patient,1,1,,12,training_20260522_173552_757_32c5a585-bb81-40c0-b961-94607e5ee057.txt,2026-05-22T17:35:52,2026-05-22T17:35:53,2026-05-22T17:35:52,2026-05-22T17:36:04,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-6/80_20/stratified,1,0,,89084,training_20260513_204728_267_0bdd6a85-3883-465d-9e80-e48f7ad3985d.txt,2026-05-13T20:47:28,2026-05-13T20:47:28,2026-05-13T00:05:23,2026-05-14T00:50:07,2,3,True,header-precise;multi_day_gap
1/migraine/park_features/tabpfn/version_3-binary/70_15_15/chrono,1,1,,14569,training_20260513_204731_899_2eeb1fa9-c393-4f2b-b8a3-2e1ac304a0df.txt,2026-05-13T20:47:31,2026-05-13T20:47:32,2026-05-13T20:47:31,2026-05-14T00:50:20,3,4,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/70_15_15/patient,1,1,,14,training_20260522_173607_760_c4903204-5547-4931-86c9-b120c2272371.txt,2026-05-22T17:36:07,2026-05-22T17:36:08,2026-05-22T17:36:07,2026-05-22T17:36:21,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/70_15_15/stratified,1,1,,14578,training_20260513_204735_948_525b3c4c-56f7-4781-823a-d846d7711a43.txt,2026-05-13T20:47:35,2026-05-13T20:47:36,2026-05-13T20:47:35,2026-05-14T00:50:33,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/70_30/chrono,1,1,,1215541,training_20260513_204739_901_5a766efc-b676-450d-92a9-a93a073df931.txt,2026-05-13T20:47:39,2026-05-13T20:47:40,2026-05-13T20:47:39,2026-05-27T22:26:40,1,6,True,header-precise;multi_day_gap
1/migraine/park_features/tabpfn/version_3-binary/70_30/patient,1,1,,14,training_20260522_173624_315_5d6e5eee-94f4-4bc5-970c-1475779396d4.txt,2026-05-22T17:36:24,2026-05-22T17:36:25,2026-05-22T17:36:24,2026-05-22T17:36:38,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/70_30/stratified,1,1,,14596,training_20260513_204743_831_10882c32-e7ad-4128-93c2-dab7401817c6.txt,2026-05-13T20:47:43,2026-05-13T20:47:44,2026-05-13T20:47:43,2026-05-14T00:50:59,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/80_20/chrono,1,1,,14606,training_20260513_204747_832_80a97782-0aef-4502-b623-3a1873c782c2.txt,2026-05-13T20:47:47,2026-05-13T20:47:48,2026-05-13T20:47:47,2026-05-14T00:51:13,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/80_20/patient,1,1,,15,training_20260522_173641_628_2e9c8427-25a9-471b-baea-70a6e809a37b.txt,2026-05-22T17:36:41,2026-05-22T17:36:42,2026-05-22T17:36:41,2026-05-22T17:36:56,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_3-binary/80_20/stratified,1,1,,14616,training_20260513_204751_816_be66ee5e-98be-4f8d-989b-4fb8560cbfca.txt,2026-05-13T20:47:51,2026-05-13T20:47:52,2026-05-13T20:47:51,2026-05-14T00:51:27,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/70_15_15/chrono,1,1,,1181200,training_20260513_204755_766_d98f03c4-8a04-4957-8eff-ffb78f9c9572.txt,2026-05-13T20:47:55,2026-05-13T20:47:56,2026-05-13T20:47:55,2026-05-27T12:54:35,3,8,True,header-precise;multi_day_gap
1/migraine/park_features/tabpfn/version_3-default/70_15_15/patient,1,1,,14,training_20260522_173659_433_b5c0d0ca-0b25-434d-a74b-1618e82c731a.txt,2026-05-22T17:36:59,2026-05-22T17:37:00,2026-05-22T17:36:59,2026-05-22T17:37:13,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/70_15_15/stratified,1,1,,14634,training_20260513_204759_733_f35a56ed-e92f-4c7f-ab75-33e8ba8721b3.txt,2026-05-13T20:47:59,2026-05-13T20:48:00,2026-05-13T20:47:59,2026-05-14T00:51:53,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/70_30/chrono,1,1,,14643,training_20260513_204803_736_852b7e86-036f-43bc-bc27-b5271621e364.txt,2026-05-13T20:48:03,2026-05-13T20:48:04,2026-05-13T20:48:03,2026-05-14T00:52:06,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/70_30/patient,1,1,,449998,training_20260522_173716_352_eed08eec-850b-4f23-9741-7151bc992336.txt,2026-05-22T17:37:16,2026-05-22T17:37:17,2026-05-22T17:37:16,2026-05-27T22:37:14,1,4,True,header-precise;multi_day_gap
1/migraine/park_features/tabpfn/version_3-default/70_30/stratified,1,1,,14652,training_20260513_204807_626_09cf0010-d78e-4ea1-97ed-99f87e6ba836.txt,2026-05-13T20:48:07,2026-05-13T20:48:08,2026-05-13T20:48:07,2026-05-14T00:52:19,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/80_20/chrono,1,1,,14661,training_20260513_204811_632_d55e96ee-5178-4210-962b-3e766e41cd92.txt,2026-05-13T20:48:11,2026-05-13T20:48:12,2026-05-13T20:48:11,2026-05-14T00:52:32,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/80_20/patient,1,1,,15,training_20260522_173732_630_50bb9a7a-a2e2-4e1c-b2a3-fda647838082.txt,2026-05-22T17:37:32,2026-05-22T17:37:33,2026-05-22T17:37:32,2026-05-22T17:37:47,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_3-default/80_20/stratified,1,1,,1215822,training_20260513_204815_572_c3bcfd13-854f-4f43-9939-dde9bf2e26d6.txt,2026-05-13T20:48:15,2026-05-13T20:48:16,2026-05-13T20:48:15,2026-05-27T22:31:57,1,5,True,header-precise;multi_day_gap
